epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,5.36139,1.20659,2.26572,1.30148,0.0037,1,0.54022,0.39544,0.73646,2.65838,1.11418,0.000543319,0.000543319,0.000543319
2,8.3911,0.97821,1.3161,1.11445,0.89691,0.93027,0.988,0.80189,0.87382,1.24184,1.17262,0.00108811,0.00108811,0.00108811
3,11.3801,0.94908,1.13998,1.10905,0.57546,0.88651,0.52514,0.40856,1.47074,2.87711,1.88447,0.00162189,0.00162189,0.00162189
4,14.3431,0.93731,1.03302,1.11192,0.80889,0.98595,0.92522,0.68126,1.12468,1.37135,1.57729,0.00161749,0.00161749,0.00161749
5,17.3232,0.90809,0.89484,1.08411,0.97284,1,0.995,0.84432,0.71353,0.70591,1.16708,0.00160099,0.00160099,0.00160099
6,20.3721,0.89744,0.81436,1.08379,0.95723,1,0.995,0.78738,0.73117,0.56867,1.07969,0.00158448,0.00158448,0.00158448
7,23.3768,0.86897,0.73239,1.06889,0.92975,0.9024,0.94555,0.69718,0.86803,0.79851,1.14723,0.00156798,0.00156798,0.00156798
8,26.3764,0.86981,0.68463,1.06686,0.98822,0.98463,0.995,0.81625,0.77209,0.71599,1.11341,0.00155148,0.00155148,0.00155148
9,29.393,0.82869,0.637,1.03667,0.96212,1,0.995,0.76753,0.81918,0.47635,1.12727,0.00153497,0.00153497,0.00153497
10,32.387,0.80045,0.60717,1.03399,0.96853,1,0.995,0.73233,0.88209,0.63498,1.18863,0.00151847,0.00151847,0.00151847
11,35.4484,0.81527,0.58983,1.04129,0.96869,1,0.995,0.83676,0.71189,0.58872,1.07206,0.00150197,0.00150197,0.00150197
12,38.4722,0.80281,0.57375,1.04323,0.88526,0.95431,0.97366,0.78074,0.72078,0.59532,1.11899,0.00148546,0.00148546,0.00148546
13,41.5267,0.80276,0.5582,1.03217,0.98195,1,0.995,0.78144,0.91387,0.47169,1.21901,0.00146896,0.00146896,0.00146896
14,44.5697,0.76753,0.52723,1.01106,0.95679,1,0.995,0.80187,0.72889,0.46281,1.07775,0.00145246,0.00145246,0.00145246
15,47.575,0.75805,0.52385,1.01223,0.95324,0.92857,0.97525,0.76158,0.86097,0.55498,1.16767,0.00143595,0.00143595,0.00143595
16,50.6356,0.76387,0.53116,1.02333,0.99137,0.92857,0.99033,0.83652,0.64251,0.40707,1.05427,0.00141945,0.00141945,0.00141945
17,53.6812,0.74488,0.48407,1.00005,0.99375,1,0.995,0.8449,0.61751,0.34604,1.03331,0.00140295,0.00140295,0.00140295
18,56.7533,0.73662,0.48691,0.99157,0.96077,0.82483,0.95088,0.71203,0.99612,1.36998,1.48139,0.00138644,0.00138644,0.00138644
19,59.7801,0.72128,0.48423,0.99341,0.99252,1,0.995,0.86294,0.60961,0.31146,1.04254,0.00136994,0.00136994,0.00136994
20,62.8757,0.702,0.46744,0.9849,0.98111,1,0.995,0.86075,0.60564,0.33658,1.05155,0.00135344,0.00135344,0.00135344
21,65.9376,0.71007,0.46466,0.9906,0.99662,1,0.995,0.85458,0.63009,0.37394,1.02901,0.00133693,0.00133693,0.00133693
22,68.9883,0.72129,0.46735,0.99285,0.92576,1,0.98625,0.84389,0.66733,0.47062,1.05472,0.00132043,0.00132043,0.00132043
23,72.0333,0.69982,0.45107,0.9937,0.99278,1,0.995,0.86301,0.66014,0.32446,1.06552,0.00130393,0.00130393,0.00130393
24,75.117,0.69742,0.4443,0.97921,0.99225,1,0.995,0.85579,0.63365,0.3438,1.04494,0.00128742,0.00128742,0.00128742
25,78.1676,0.7092,0.44338,0.98707,0.98223,1,0.995,0.83338,0.63784,0.38716,1.02068,0.00127092,0.00127092,0.00127092
26,81.2348,0.68561,0.44002,0.97746,0.99326,1,0.995,0.83547,0.7,0.40287,1.05536,0.00125442,0.00125442,0.00125442
27,84.2804,0.68355,0.45249,0.98314,0.9935,0.9793,0.995,0.84345,0.57094,0.4469,1.0053,0.00123791,0.00123791,0.00123791
28,87.4234,0.67584,0.44524,0.98023,0.96167,1,0.995,0.85479,0.67059,0.37401,1.06204,0.00122141,0.00122141,0.00122141
29,90.4703,0.67557,0.43327,0.97725,0.99039,0.92857,0.99033,0.89224,0.54232,0.36929,0.97227,0.00120491,0.00120491,0.00120491
30,93.5393,0.65885,0.41805,0.96931,0.97373,1,0.995,0.83295,0.63405,0.40296,1.02366,0.0011884,0.0011884,0.0011884
31,96.5858,0.66658,0.41921,0.97523,0.9929,1,0.995,0.86163,0.60712,0.36434,1.01849,0.0011719,0.0011719,0.0011719
32,99.6432,0.67203,0.41513,0.98859,0.98293,1,0.995,0.85854,0.58422,0.30653,1.03255,0.0011554,0.0011554,0.0011554
33,102.714,0.66587,0.41896,0.97777,0.99364,1,0.995,0.8746,0.61265,0.31533,1.06535,0.00113889,0.00113889,0.00113889
34,105.76,0.65253,0.40473,0.96626,0.99295,1,0.995,0.8659,0.62265,0.31852,1.07142,0.00112239,0.00112239,0.00112239
35,108.844,0.65524,0.40809,0.97616,0.96362,1,0.995,0.84623,0.58625,0.37442,1.0418,0.00110589,0.00110589,0.00110589
36,111.964,0.63505,0.3972,0.96355,0.93548,1,0.995,0.86056,0.59118,0.64788,1.01044,0.00108938,0.00108938,0.00108938
37,115.039,0.63227,0.39823,0.9557,0.98046,1,0.995,0.84983,0.61183,0.33899,1.05962,0.00107288,0.00107288,0.00107288
38,118.094,0.63868,0.40054,0.96758,0.99351,1,0.995,0.85344,0.57845,0.31564,1.02057,0.00105638,0.00105638,0.00105638
39,121.183,0.6279,0.39382,0.96393,0.98991,1,0.995,0.85941,0.55682,0.31729,1.01533,0.00103987,0.00103987,0.00103987
40,124.33,0.63944,0.39549,0.95849,0.97352,1,0.995,0.88184,0.60203,0.30159,1.03885,0.00102337,0.00102337,0.00102337
41,127.41,0.61798,0.38013,0.95219,0.97758,1,0.995,0.87783,0.61098,0.31849,1.04456,0.00100687,0.00100687,0.00100687
42,130.452,0.62561,0.39066,0.96014,0.99025,1,0.995,0.87911,0.55458,0.27123,1.02865,0.000990365,0.000990365,0.000990365
43,133.519,0.61885,0.3751,0.96119,0.96474,1,0.995,0.87519,0.45685,0.3052,0.95629,0.000973861,0.000973861,0.000973861
44,136.595,0.61758,0.37164,0.96083,0.98647,1,0.995,0.88848,0.57754,0.32369,1.01475,0.000957358,0.000957358,0.000957358
45,139.69,0.58416,0.35447,0.93792,0.98762,1,0.995,0.90644,0.51608,0.30343,0.97429,0.000940855,0.000940855,0.000940855
