epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
80,8034.77,0.38394,0.27016,0.96512,0.99805,1,0.995,0.89369,0.51256,0.25866,1.08055,0.0004358,0.0004358,0.0004358
81,8118.43,0.39729,0.2636,0.96115,0.99741,1,0.995,0.90994,0.48544,0.25394,1.0584,0.000416,0.000416,0.000416
82,8206.31,0.398,0.2569,0.95995,0.99723,1,0.995,0.91642,0.44209,0.2369,1.01204,0.0003962,0.0003962,0.0003962
83,8300,0.39465,0.27927,0.98449,0.99773,1,0.995,0.93263,0.42328,0.22294,0.99871,0.0003764,0.0003764,0.0003764
84,8393.59,0.4097,0.2672,0.9783,0.99816,1,0.995,0.91741,0.44695,0.22664,1.01862,0.0003566,0.0003566,0.0003566
85,8481.79,0.37999,0.25329,0.95152,0.99818,1,0.995,0.91719,0.42859,0.22368,1.00465,0.0003368,0.0003368,0.0003368
86,8572.27,0.3909,0.26462,0.97256,0.99819,1,0.995,0.91338,0.44262,0.2401,1.01064,0.000317,0.000317,0.000317
87,8686.79,0.39522,0.26563,0.96694,0.99823,1,0.995,0.9201,0.4326,0.24085,1.00292,0.0002972,0.0002972,0.0002972
88,8784.3,0.39343,0.26995,0.96079,0.99822,1,0.995,0.9155,0.44776,0.25702,1.00771,0.0002774,0.0002774,0.0002774
89,8879.55,0.37976,0.24342,0.94715,0.9982,1,0.995,0.90236,0.44771,0.25232,1.00792,0.0002576,0.0002576,0.0002576
90,8984.48,0.37867,0.24435,0.95705,0.99824,1,0.995,0.90999,0.45634,0.24901,1.01749,0.0002378,0.0002378,0.0002378
91,9117.73,0.33117,0.2558,0.93359,0.99821,1,0.995,0.91444,0.43641,0.22784,1.0009,0.000218,0.000218,0.000218
92,9238.75,0.31989,0.24423,0.93068,0.99819,1,0.995,0.92152,0.42479,0.22658,0.98736,0.0001982,0.0001982,0.0001982
93,9338.77,0.32819,0.23338,0.91611,0.99816,1,0.995,0.91442,0.40593,0.23538,0.97488,0.0001784,0.0001784,0.0001784
94,9431.33,0.30563,0.22419,0.90017,0.99809,1,0.995,0.91064,0.41582,0.25392,0.98942,0.0001586,0.0001586,0.0001586
95,9514.29,0.31348,0.22395,0.89473,0.9981,1,0.995,0.92284,0.40952,0.24287,0.98281,0.0001388,0.0001388,0.0001388
96,9595.08,0.3016,0.21799,0.91153,0.99812,1,0.995,0.92644,0.41661,0.24425,0.98373,0.000119,0.000119,0.000119
97,9713.67,0.30386,0.20834,0.90806,0.99815,1,0.995,0.92046,0.41759,0.24916,0.98756,9.92e-05,9.92e-05,9.92e-05
98,9809.62,0.29825,0.21101,0.90767,0.99819,1,0.995,0.92602,0.4183,0.22662,0.99045,7.94e-05,7.94e-05,7.94e-05
99,9921.04,0.30139,0.20934,0.88844,0.99814,1,0.995,0.92498,0.42279,0.22306,0.99349,5.96e-05,5.96e-05,5.96e-05
100,10029.3,0.30187,0.20033,0.90509,0.99811,1,0.995,0.92942,0.41919,0.21914,0.9923,3.98e-05,3.98e-05,3.98e-05
