epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,116.868,0.67678,0.44182,0.98361,0.971,1,0.995,0.85371,0.58958,0.3131,1.05112,0.0011884,0.0011884,0.0011884
31,120.382,0.68494,0.44272,0.99432,0.98164,1,0.995,0.87553,0.56232,0.35019,1.02935,0.0011719,0.0011719,0.0011719
32,123.826,0.67578,0.42432,1.00247,0.98938,1,0.995,0.86907,0.59723,0.38313,1.06425,0.0011554,0.0011554,0.0011554
33,127.28,0.69364,0.43803,0.99675,0.98576,1,0.995,0.83565,0.61899,0.33186,1.04883,0.00113889,0.00113889,0.00113889
34,130.745,0.67028,0.41237,0.97978,0.98042,1,0.995,0.85495,0.59315,0.31483,1.05095,0.00112239,0.00112239,0.00112239
35,134.176,0.67261,0.41076,0.99349,0.98551,0.92857,0.97944,0.81689,0.64255,0.43518,1.07485,0.00110589,0.00110589,0.00110589
36,137.692,0.65017,0.40756,0.97216,0.98288,1,0.995,0.81962,0.73997,0.33402,1.17173,0.00108938,0.00108938,0.00108938
37,141.194,0.64896,0.41299,0.98176,0.94972,0.92857,0.94474,0.66091,0.94655,1.33407,1.31386,0.00107288,0.00107288,0.00107288
38,144.677,0.65997,0.41416,0.98428,0.98564,1,0.995,0.83926,0.61768,0.30658,1.05578,0.00105638,0.00105638,0.00105638
39,148.449,0.6347,0.40964,0.97505,0.96324,1,0.995,0.87481,0.53943,0.32413,1.04194,0.00103987,0.00103987,0.00103987
40,152.286,0.64354,0.41132,0.97753,0.98314,0.97943,0.995,0.86899,0.64828,0.32927,1.05624,0.00102337,0.00102337,0.00102337
41,155.873,0.63661,0.40006,0.96665,0.96593,0.96429,0.99267,0.8613,0.59864,0.3354,1.05773,0.00100687,0.00100687,0.00100687
42,159.624,0.64455,0.40365,0.97364,0.98482,1,0.995,0.85673,0.70206,0.30941,1.20815,0.000990365,0.000990365,0.000990365
43,163.325,0.64616,0.38922,0.98019,0.96081,1,0.995,0.87561,0.61632,0.36598,1.05822,0.000973861,0.000973861,0.000973861
44,166.868,0.62407,0.38681,0.9754,0.94869,1,0.995,0.80621,0.70726,0.37216,1.08812,0.000957358,0.000957358,0.000957358
45,170.357,0.60875,0.37484,0.95629,1,0.96365,0.995,0.86846,0.58652,0.31685,1.03783,0.000940855,0.000940855,0.000940855
46,173.95,0.62741,0.39308,0.95577,0.96942,1,0.995,0.87399,0.60163,0.30816,1.04796,0.000924352,0.000924352,0.000924352
47,177.86,0.61217,0.37761,0.96788,0.97678,1,0.995,0.88446,0.56431,0.2908,1.0205,0.000907848,0.000907848,0.000907848
48,181.74,0.61147,0.37456,0.96332,1,0.9707,0.995,0.84585,0.59053,0.30969,1.04114,0.000891345,0.000891345,0.000891345
49,185.345,0.60922,0.38296,0.95023,0.98461,1,0.995,0.85175,0.57115,0.32943,1.03663,0.000874842,0.000874842,0.000874842
50,189.06,0.6076,0.36541,0.95352,0.99206,1,0.995,0.88689,0.5157,0.2582,1.01192,0.000858338,0.000858338,0.000858338
51,192.835,0.58432,0.35874,0.94746,0.97338,1,0.995,0.87572,0.53731,0.32081,1.02004,0.000841835,0.000841835,0.000841835
52,196.527,0.60605,0.37521,0.95983,0.98902,1,0.995,0.88768,0.58797,0.30771,1.02893,0.000825332,0.000825332,0.000825332
53,200.159,0.60989,0.37044,0.95483,0.9917,1,0.995,0.87363,0.50156,0.28978,0.98704,0.000808828,0.000808828,0.000808828
54,203.944,0.60791,0.36425,0.95572,0.99356,1,0.995,0.85582,0.59426,0.31717,1.03413,0.000792325,0.000792325,0.000792325
55,207.649,0.59826,0.35767,0.94904,0.98294,1,0.995,0.86878,0.52309,0.27988,0.99422,0.000775822,0.000775822,0.000775822
56,211.294,0.58593,0.35678,0.94146,0.93724,1,0.995,0.89961,0.53132,0.27486,1.01354,0.000759318,0.000759318,0.000759318
57,214.842,0.58563,0.3556,0.94582,0.99082,1,0.995,0.86493,0.56094,0.29023,1.00567,0.000742815,0.000742815,0.000742815
58,218.355,0.57408,0.34586,0.94699,0.99317,1,0.995,0.86884,0.5198,0.28075,1.01409,0.000726312,0.000726312,0.000726312
59,221.935,0.57474,0.34802,0.94647,0.98328,1,0.995,0.86578,0.51727,0.26305,1.01116,0.000709809,0.000709809,0.000709809
60,225.373,0.57647,0.34365,0.93676,0.99265,1,0.995,0.87269,0.61199,0.27232,1.03505,0.000693305,0.000693305,0.000693305
61,228.838,0.58635,0.348,0.942,0.99229,1,0.995,0.87915,0.55891,0.26116,1.00786,0.000676802,0.000676802,0.000676802
62,232.329,0.58209,0.34633,0.94557,0.99493,1,0.995,0.88265,0.55702,0.30012,1.02251,0.000660299,0.000660299,0.000660299
63,235.8,0.56477,0.33452,0.94438,0.99311,1,0.995,0.899,0.51508,0.26696,1.016,0.000643795,0.000643795,0.000643795
64,239.287,0.56153,0.34093,0.93794,0.99207,1,0.995,0.90726,0.52463,0.25214,1.02427,0.000627292,0.000627292,0.000627292
65,242.979,0.54421,0.32376,0.93308,0.99108,1,0.995,0.89404,0.53476,0.2584,1.0048,0.000610789,0.000610789,0.000610789
66,246.92,0.57108,0.33383,0.93852,0.98225,1,0.995,0.91393,0.54026,0.27203,1.01038,0.000594286,0.000594286,0.000594286
67,250.605,0.54816,0.32701,0.92873,0.98976,1,0.995,0.89782,0.51554,0.26366,1.02135,0.000577782,0.000577782,0.000577782
68,254.303,0.53736,0.32672,0.92881,0.98359,1,0.995,0.87762,0.5429,0.28303,1.02085,0.000561279,0.000561279,0.000561279
69,258.187,0.56333,0.33543,0.93623,0.99024,1,0.995,0.86466,0.56882,0.26564,1.02262,0.000544776,0.000544776,0.000544776
70,261.8,0.54667,0.32562,0.92663,0.97413,1,0.995,0.89512,0.54806,0.28802,1.02544,0.000528272,0.000528272,0.000528272
71,265.363,0.54335,0.32767,0.92162,0.9866,1,0.995,0.89066,0.53539,0.26641,1.02016,0.000511769,0.000511769,0.000511769
72,268.896,0.54524,0.32171,0.92399,0.98986,1,0.995,0.87351,0.52135,0.26582,1.02287,0.000495266,0.000495266,0.000495266
73,272.415,0.5319,0.31766,0.92568,0.98971,1,0.995,0.89693,0.5173,0.24962,1.01142,0.000478762,0.000478762,0.000478762
74,275.97,0.52414,0.31043,0.91315,0.99289,1,0.995,0.89205,0.52776,0.25665,1.01298,0.000462259,0.000462259,0.000462259
75,279.531,0.52879,0.31371,0.92289,0.96284,1,0.995,0.89472,0.54018,0.27172,1.01961,0.000445756,0.000445756,0.000445756
76,283.106,0.53455,0.31682,0.92699,0.99609,1,0.995,0.88842,0.54659,0.28221,1.019,0.000429253,0.000429253,0.000429253
77,286.57,0.51704,0.30928,0.9279,0.96583,1,0.995,0.88156,0.55561,0.29789,1.01928,0.000412749,0.000412749,0.000412749
78,290.332,0.51794,0.31106,0.92597,0.98703,1,0.995,0.85643,0.60999,0.36251,1.05009,0.000396246,0.000396246,0.000396246
79,294.069,0.51759,0.3031,0.91652,0.99015,1,0.995,0.87281,0.58743,0.29158,1.0363,0.000379743,0.000379743,0.000379743
80,298.232,0.50009,0.29769,0.90666,0.98462,1,0.995,0.88086,0.54658,0.27972,0.99925,0.000363239,0.000363239,0.000363239
81,302.246,0.50193,0.29579,0.91728,0.9323,1,0.995,0.88218,0.54717,0.276,1.01959,0.000346736,0.000346736,0.000346736
82,306.357,0.50234,0.30268,0.9152,0.96779,1,0.995,0.87051,0.51268,0.24474,1.003,0.000330233,0.000330233,0.000330233
83,310.43,0.50651,0.29992,0.91922,0.93169,1,0.995,0.88748,0.47423,0.25428,0.98572,0.000313729,0.000313729,0.000313729
84,314.474,0.50336,0.29749,0.91404,0.96061,1,0.995,0.88992,0.50227,0.24566,1.00352,0.000297226,0.000297226,0.000297226
85,318.287,0.49357,0.2848,0.9202,0.97571,1,0.995,0.89426,0.4968,0.24867,0.99336,0.000280723,0.000280723,0.000280723
86,322.19,0.49757,0.29501,0.90998,0.99372,1,0.995,0.8934,0.53093,0.23985,1.00982,0.00026422,0.00026422,0.00026422
87,326.082,0.48635,0.28709,0.91245,0.99333,1,0.995,0.8811,0.52069,0.25455,0.98762,0.000247716,0.000247716,0.000247716
88,329.699,0.48985,0.27773,0.91053,0.99327,1,0.995,0.89043,0.50163,0.24393,1.00116,0.000231213,0.000231213,0.000231213
89,333.138,0.48066,0.28072,0.91592,0.99373,1,0.995,0.8935,0.4881,0.22104,0.98687,0.00021471,0.00021471,0.00021471
90,336.575,0.47265,0.27563,0.90329,0.99363,1,0.995,0.89401,0.47503,0.22113,0.97742,0.000198206,0.000198206,0.000198206
91,341.253,0.45655,0.24711,0.87383,0.99377,1,0.995,0.89318,0.48085,0.25455,0.97593,0.000181703,0.000181703,0.000181703
92,344.628,0.45186,0.2341,0.87258,0.99377,1,0.995,0.89757,0.48198,0.24103,0.98636,0.0001652,0.0001652,0.0001652
93,347.994,0.45733,0.2382,0.87114,0.99326,1,0.995,0.88917,0.4958,0.21778,0.99575,0.000148696,0.000148696,0.000148696
94,351.39,0.44176,0.23284,0.87868,0.99379,1,0.995,0.90642,0.49267,0.24185,0.99364,0.000132193,0.000132193,0.000132193
95,354.923,0.43629,0.22897,0.8664,0.99348,1,0.995,0.90775,0.50044,0.24672,0.99705,0.00011569,0.00011569,0.00011569
96,358.834,0.43922,0.22762,0.86124,0.99339,1,0.995,0.91688,0.49479,0.23665,0.9995,9.91865e-05,9.91865e-05,9.91865e-05
97,362.31,0.44058,0.2295,0.87552,0.99338,1,0.995,0.9138,0.49358,0.22073,0.9949,8.26832e-05,8.26832e-05,8.26832e-05
98,365.725,0.43528,0.23017,0.86883,0.99743,1,0.995,0.91412,0.4923,0.22302,0.98513,6.61799e-05,6.61799e-05,6.61799e-05
99,369.221,0.42263,0.22216,0.85616,0.99327,1,0.995,0.91838,0.48797,0.21509,0.98557,4.96766e-05,4.96766e-05,4.96766e-05
100,372.898,0.42613,0.22226,0.8736,0.99334,1,0.995,0.91809,0.49582,0.22884,0.99073,3.31733e-05,3.31733e-05,3.31733e-05
